,fullname,html,is_retweet,likes,replies,retweet_id,retweeter_userid,retweeter_username,retweets,text,timestamp,timestamp_epochs,tweet_id,tweet_url,user_id,username
224,Dynamic Weather Agency LLC. Ohio,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">IWX issues Areal <strong>Flood</strong> Advisory for De Kalb, Steuben [IN] and Defiance, Williams [OH] till Jul 21, 10:30 PM EDT <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://mesonet.agron.iastate.edu/vtec/f/2019-O-NEW-KIWX-FA-Y-0053"" dir=""ltr"" href=""https://t.co/oCMNxwXCqn"" rel=""nofollow noopener"" target=""_blank"" title=""https://mesonet.agron.iastate.edu/vtec/f/2019-O-NEW-KIWX-FA-Y-0053""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">mesonet.agron.iastate.edu/vtec/f/2019-O-</span><span class=""invisible"">NEW-KIWX-FA-Y-0053</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,"IWX issues Areal Flood Advisory for De Kalb, Steuben [IN] and Defiance, Williams [OH] till Jul 21, 10:30 PM EDT https://mesonet.agron.iastate.edu/vtec/f/2019-O-NEW-KIWX-FA-Y-0053 …",2019-07-21 23:35:35,1563752135,1153086147297460225,/DynamicWx_OH/status/1153086147297460225,953999096955789312,DynamicWx_OH
225,IndianaWxAlerts,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">IWX issues Areal <strong>Flood</strong> Advisory for De Kalb, Steuben [IN] and Defiance, Williams [OH] till Jul 21, 10:30 PM EDT <a class=""twitter-timeline-link"" data-expanded-url=""https://mesonet.agron.iastate.edu/vtec/f/2019-O-NEW-KIWX-FA-Y-0053"" dir=""ltr"" href=""https://t.co/GloKUHfpq1"" rel=""nofollow noopener"" target=""_blank"" title=""https://mesonet.agron.iastate.edu/vtec/f/2019-O-NEW-KIWX-FA-Y-0053""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">mesonet.agron.iastate.edu/vtec/f/2019-O-</span><span class=""invisible"">NEW-KIWX-FA-Y-0053</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,"IWX issues Areal Flood Advisory for De Kalb, Steuben [IN] and Defiance, Williams [OH] till Jul 21, 10:30 PM EDT https://mesonet.agron.iastate.edu/vtec/f/2019-O-NEW-KIWX-FA-Y-0053 …",2019-07-21 23:35:35,1563752135,1153086147293323264,/INDwxAlerts/status/1153086147293323264,708721702910320640,INDwxAlerts
226,Dynamic Weather Agency LLC. Indiana,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">IWX issues Areal <strong>Flood</strong> Advisory for De Kalb, Steuben [IN] and Defiance, Williams [OH] till Jul 21, 10:30 PM EDT <a class=""twitter-timeline-link"" data-expanded-url=""https://mesonet.agron.iastate.edu/vtec/f/2019-O-NEW-KIWX-FA-Y-0053"" dir=""ltr"" href=""https://t.co/doVHkpQ0x3"" rel=""nofollow noopener"" target=""_blank"" title=""https://mesonet.agron.iastate.edu/vtec/f/2019-O-NEW-KIWX-FA-Y-0053""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">mesonet.agron.iastate.edu/vtec/f/2019-O-</span><span class=""invisible"">NEW-KIWX-FA-Y-0053</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,"IWX issues Areal Flood Advisory for De Kalb, Steuben [IN] and Defiance, Williams [OH] till Jul 21, 10:30 PM EDT https://mesonet.agron.iastate.edu/vtec/f/2019-O-NEW-KIWX-FA-Y-0053 …",2019-07-21 23:35:35,1563752135,1153086147284914177,/DynamicWx_IN/status/1153086147284914177,953997910525476864,DynamicWx_IN
227,IEMBot IWX,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">IWX issues Areal <strong>Flood</strong> Advisory for De Kalb, Steuben [IN] and Defiance, Williams [OH] till Jul 21, 10:30 PM EDT <a class=""twitter-timeline-link"" data-expanded-url=""https://mesonet.agron.iastate.edu/vtec/f/2019-O-NEW-KIWX-FA-Y-0053"" dir=""ltr"" href=""https://t.co/nLoXWBM4nR"" rel=""nofollow noopener"" target=""_blank"" title=""https://mesonet.agron.iastate.edu/vtec/f/2019-O-NEW-KIWX-FA-Y-0053""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">mesonet.agron.iastate.edu/vtec/f/2019-O-</span><span class=""invisible"">NEW-KIWX-FA-Y-0053</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,"IWX issues Areal Flood Advisory for De Kalb, Steuben [IN] and Defiance, Williams [OH] till Jul 21, 10:30 PM EDT https://mesonet.agron.iastate.edu/vtec/f/2019-O-NEW-KIWX-FA-Y-0053 …",2019-07-21 23:35:35,1563752135,1153086147268157444,/iembot_iwx/status/1153086147268157444,34936291,iembot_iwx
228,stormy friday,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">IWX issues Areal <strong>Flood</strong> Advisory for De Kalb, Steuben [IN] and Defiance, Williams [OH] till Jul 21, 10:30 PM EDT <a class=""twitter-timeline-link"" data-expanded-url=""https://mesonet.agron.iastate.edu/vtec/f/2019-O-NEW-KIWX-FA-Y-0053"" dir=""ltr"" href=""https://t.co/mUXKbguREa"" rel=""nofollow noopener"" target=""_blank"" title=""https://mesonet.agron.iastate.edu/vtec/f/2019-O-NEW-KIWX-FA-Y-0053""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">mesonet.agron.iastate.edu/vtec/f/2019-O-</span><span class=""invisible"">NEW-KIWX-FA-Y-0053</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,"IWX issues Areal Flood Advisory for De Kalb, Steuben [IN] and Defiance, Williams [OH] till Jul 21, 10:30 PM EDT https://mesonet.agron.iastate.edu/vtec/f/2019-O-NEW-KIWX-FA-Y-0053 …",2019-07-21 23:35:35,1563752135,1153086147263942661,/stormy1333/status/1153086147263942661,1675683596,stormy1333
229,MIWeatherAlerts,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">IWX issues Areal <strong>Flood</strong> Advisory for De Kalb, Steuben [IN] and Defiance, Williams [OH] till Jul 21, 10:30 PM EDT <a class=""twitter-timeline-link"" data-expanded-url=""https://mesonet.agron.iastate.edu/vtec/f/2019-O-NEW-KIWX-FA-Y-0053"" dir=""ltr"" href=""https://t.co/Yu2jLtdSFi"" rel=""nofollow noopener"" target=""_blank"" title=""https://mesonet.agron.iastate.edu/vtec/f/2019-O-NEW-KIWX-FA-Y-0053""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">mesonet.agron.iastate.edu/vtec/f/2019-O-</span><span class=""invisible"">NEW-KIWX-FA-Y-0053</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,"IWX issues Areal Flood Advisory for De Kalb, Steuben [IN] and Defiance, Williams [OH] till Jul 21, 10:30 PM EDT https://mesonet.agron.iastate.edu/vtec/f/2019-O-NEW-KIWX-FA-Y-0053 …",2019-07-21 23:35:35,1563752135,1153086147259785216,/alerts_mi/status/1153086147259785216,1100217052537737218,alerts_mi
230,LeavingHellAlive,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">In the Syrië dessert you can find piecez of blue glass from when the firmament cracked during the great <strong>flood</strong>..
Maybe irak but its close to that</p>",0,1,1,,,,0,"In the Syrië dessert you can find piecez of blue glass from when the firmament cracked during the great flood..
Maybe irak but its close to that",2019-07-21 23:35:27,1563752127,1153086114485428224,/finding_meru/status/1153086114485428224,876746373919592448,finding_meru
231,cte lyrics bot,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">There's nothing I can't face so open the <strong>flood</strong> gates
No fear of what's to come</p>",0,0,0,,,,0,"There's nothing I can't face so open the flood gates
No fear of what's to come",2019-07-21 23:35:18,1563752118,1153086076975607808,/ctelyricsbot/status/1153086076975607808,742603358158999553,ctelyricsbot
232,Flood The Mainstream,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Sad news.<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/NicolaSturgeon/status/1152999435917570049"" dir=""ltr"" href=""https://t.co/83zX76ZCsQ"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/NicolaSturgeon/status/1152999435917570049""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/NicolaSturgeon</span><span class=""invisible"">/status/1152999435917570049</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,Sad news.https://twitter.com/NicolaSturgeon/status/1152999435917570049 …,2019-07-21 23:35:02,1563752102,1153086009103355904,/FloodTheMnstrm/status/1153086009103355904,357855682,FloodTheMnstrm
233,Nasi‏,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Let all the good times <strong>flood</strong> in <img alt=""🤞🏽"" aria-label=""Emoji: Hand with index and middle fingers crossed (medium skin tone)"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f91e-1f3fd.png"" title=""Hand with index and middle fingers crossed (medium skin tone)""/></p>",0,0,0,,,,0,Let all the good times flood in ,2019-07-21 23:34:54,1563752094,1153085973812715521,/Nazacuartero/status/1153085973812715521,902920380,Nazacuartero
234,Millicent Beauregard,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">The weather has been nice. No major fires or <strong>flooding</strong> so far. The blackberries are ripe. I had a nice weekend.</p>",0,2,2,,,,0,The weather has been nice. No major fires or flooding so far. The blackberries are ripe. I had a nice weekend.,2019-07-21 23:34:36,1563752076,1153085901100052480,/millibeau/status/1153085901100052480,32222895,millibeau
235,José Ramón Lorenzo d,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Why the <strong>flood</strong> of Guatemalan migrants? One reason: President Trump’s border-wall promise. Many concluded they had better go before it was too late. <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://www.wsj.com/articles/the-guatemalan-city-fueling-the-migrant-exodus-to-america-11563738141"" dir=""ltr"" href=""https://t.co/Zf1acZyumh"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.wsj.com/articles/the-guatemalan-city-fueling-the-migrant-exodus-to-america-11563738141""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">wsj.com/articles/the-g</span><span class=""invisible"">uatemalan-city-fueling-the-migrant-exodus-to-america-11563738141</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,Why the flood of Guatemalan migrants? One reason: President Trump’s border-wall promise. Many concluded they had better go before it was too late. https://www.wsj.com/articles/the-guatemalan-city-fueling-the-migrant-exodus-to-america-11563738141 …,2019-07-21 23:34:13,1563752053,1153085802748010498,/JosRamnLorenzo1/status/1153085802748010498,862297119436058625,JosRamnLorenzo1
236,Bob Chauncey,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""16514004"" dir=""ltr"" href=""/cityofPortsVA""><s>@</s><b>cityofPortsVA</b></a> Once Had Idea Of Expanding High St Landing, Waterway Up High To Washington, Effingham St. Could Use Dams, Make Stores On High St A New Waterfront, Tourist, Shoppers. Dutch Prevent <strong>Flooding</strong> With New Ideas, Turn Parking Lots Into <strong>Flood</strong> Holding Areas, Save Land! Next?</p>",0,0,0,,,,0,"@cityofPortsVA Once Had Idea Of Expanding High St Landing, Waterway Up High To Washington, Effingham St. Could Use Dams, Make Stores On High St A New Waterfront, Tourist, Shoppers. Dutch Prevent Flooding With New Ideas, Turn Parking Lots Into Flood Holding Areas, Save Land! Next?",2019-07-21 23:34:13,1563752053,1153085802735427587,/ChaunceyBob/status/1153085802735427587,4386427643,ChaunceyBob
237,𝐉𝐄𝐉𝐔,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""tl"">ung may lysn dyan oh, <strong>flood</strong> kayo positive feedbacks sa mv, hayaan nyo na ung mga putangina don</p>",0,1,0,,,,0,"ung may lysn dyan oh, flood kayo positive feedbacks sa mv, hayaan nyo na ung mga putangina don",2019-07-21 23:34:05,1563752045,1153085771898712064,/milkylay_/status/1153085771898712064,1056408067527467009,milkylay_
238,a Dan of action,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">5/5 ...to handle regular runoff. But as Houston expanded rapidly over the next 50+ years, little else was done to make up for the pavement/building taking away <strong>flood</strong> plains. I’m not sure why <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/houston?src=hash""><s>#</s><b>houston</b></a> is so bad at forward thinking, or learning from it’s mistakes.</p>",0,0,1,,,,0,"5/5 ...to handle regular runoff. But as Houston expanded rapidly over the next 50+ years, little else was done to make up for the pavement/building taking away flood plains. I’m not sure why #houston is so bad at forward thinking, or learning from it’s mistakes.",2019-07-21 23:33:58,1563752038,1153085741343367168,/theSurlyBiker/status/1153085741343367168,1952558906,theSurlyBiker
239,a Dan of action,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">4/ The Dutch disastrously flooded in 1953, &amp; haven’t had a <strong>flood</strong> fatality since because they built to mitigate it as the cities expanded. Houston’s mega disaster <strong>flood</strong> in the 30’s resulted in the creation of the two reservoirs to retain water &amp; keep the bayous able....</p>",0,1,1,,,,0,"4/ The Dutch disastrously flooded in 1953, & haven’t had a flood fatality since because they built to mitigate it as the cities expanded. Houston’s mega disaster flood in the 30’s resulted in the creation of the two reservoirs to retain water & keep the bayous able....",2019-07-21 23:33:58,1563752038,1153085739921485825,/theSurlyBiker/status/1153085739921485825,1952558906,theSurlyBiker
240,flood歌詞bot,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">さんざん汚したコンバースで
可愛くて憎たらしい笑顔で
あんなに悲しい日さえも
頬張ってたね　青い春を
_Center Of The Earth</p>",0,0,0,,,,0,"さんざん汚したコンバースで
可愛くて憎たらしい笑顔で
あんなに悲しい日さえも
頬張ってたね　青い春を
_Center Of The Earth",2019-07-21 23:33:57,1563752037,1153085737903853568,/a_flood_of_bot/status/1153085737903853568,1458430837,a_flood_of_bot
241,a Dan of action,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">1/ Watching this segment on <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""18812572"" dir=""ltr"" href=""/60Minutes""><s>@</s><b>60Minutes</b></a> about how the Dutch prevent <strong>flooding</strong>—it’s amazing how they’ve adapted their landscape to deter or retain water, but all Houston can do is argue about <strong>flood</strong> mitigation &amp; then inevitably just pave it &amp; put up apartments or houses...</p>",0,1,1,,,,0,"1/ Watching this segment on @60Minutes about how the Dutch prevent flooding—it’s amazing how they’ve adapted their landscape to deter or retain water, but all Houston can do is argue about flood mitigation & then inevitably just pave it & put up apartments or houses...",2019-07-21 23:33:56,1563752036,1153085733885960194,/theSurlyBiker/status/1153085733885960194,1952558906,theSurlyBiker
242,James Harris,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Awesome. We've moved on from the heat advisory into flash <strong>flood</strong> warnings.
But this is normal... <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/dLc0T38w9i"">pic.twitter.com/dLc0T38w9i</a></p>",0,7,0,,,,0,"Awesome. We've moved on from the heat advisory into flash flood warnings.
But this is normal... pic.twitter.com/dLc0T38w9i",2019-07-21 23:33:49,1563752029,1153085703250726912,/jimeharrisjr/status/1153085703250726912,1326071846,jimeharrisjr
